id,name,value,avg_revenue,avg_bills,industry
31300,Shan Shan Noddles,3534837.91,1178279.3,1001537.41,Accommodations/Food
31301,Marakesh,3534837.91,1178279.3,1001537.41,Accommodations/Food
31302,Xi House Market Inc.,4787846.99,1595949.0,1356556.65,Retail
31303,Bahdos,4787846.99,1595949.0,1356556.65,Retail
31304,Y2 Academy,1889854.62,629951.54,535458.81,Other Services
31305,Khan Kabab House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31306,Khan Market,3534837.91,1178279.3,1001537.41,Accommodations/Food
31307,BurgerIM,3534837.91,1178279.3,1001537.41,Accommodations/Food
31308,Tech Toys,4787846.99,1595949.0,1356556.65,Retail
31309,TCG Toys and Gifts,4787846.99,1595949.0,1356556.65,Retail
31310,eAutoCollision: Auto Body Shop,4787846.99,1595949.0,1356556.65,Retail
31311,Katarina Floral,4787846.99,1595949.0,1356556.65,Retail
31312,Katarina Travel,1889854.62,629951.54,535458.81,Other Services
31313,Kristina Michele Salon,1889854.62,629951.54,535458.81,Other Services
31314,Sun Dial Tanning,4787846.99,1595949.0,1356556.65,Retail
31315,Louie's Prime,3534837.91,1178279.3,1001537.41,Accommodations/Food
31316,Country Peddler,4787846.99,1595949.0,1356556.65,Retail
31317,Shenanigans,3534837.91,1178279.3,1001537.41,Accommodations/Food
31318,Piggy's,3534837.91,1178279.3,1001537.41,Accommodations/Food
31319,Terra Cottage Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31320,Barzola,3534837.91,1178279.3,1001537.41,Accommodations/Food
31321,Paper Plane Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
31322,Jubilee School,5646284.96,1882094.99,1599780.74,Education
31323,Civillico Family Dentistry,5268371.04,1756123.68,1492705.13,Health/Social
31324,Farm Fresh,1889854.62,629951.54,535458.81,Other Services
31325,Stroud Mart,4787846.99,1595949.0,1356556.65,Retail
31326,Yousef Jewelry,4787846.99,1595949.0,1356556.65,Retail
31327,Coca Cola Referesh Station,1889854.62,629951.54,535458.81,Other Services
31328,Sushi Cafe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31329,Sound Dental,5268371.04,1756123.68,1492705.13,Health/Social
31330,Ridge Family Dentistry,5268371.04,1756123.68,1492705.13,Health/Social
31331,Urgent Care,5268371.04,1756123.68,1492705.13,Health/Social
31332,AO Organic Japanese,3534837.91,1178279.3,1001537.41,Accommodations/Food
31333,Burger City,3534837.91,1178279.3,1001537.41,Accommodations/Food
31334,Leonia Wine and Spirit,4787846.99,1595949.0,1356556.65,Retail
31335,Leonia Pharamcy,5268371.04,1756123.68,1492705.13,Health/Social
31336,Jay Hair Salon,1889854.62,629951.54,535458.81,Other Services
31337,Rome,3534837.91,1178279.3,1001537.41,Accommodations/Food
31338,Nakahara,3534837.91,1178279.3,1001537.41,Accommodations/Food
31339,China Taste,3534837.91,1178279.3,1001537.41,Accommodations/Food
31340,J & S Cleaners,4787846.99,1595949.0,1356556.65,Retail
31341,Anemos Greek Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
31342,Shanghai Bun - Matawan,3534837.91,1178279.3,1001537.41,Accommodations/Food
31343,Asian Food Market - Marlboro,4787846.99,1595949.0,1356556.65,Retail
31344,Crown Palace - Marlboro,3534837.91,1178279.3,1001537.41,Accommodations/Food
31345,West Lake Plum House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31346,"Anthony's Comic Books, Original Art, & Collectibles Retail Store",4787846.99,1595949.0,1356556.65,Retail
31347,A&D Auto Body,4787846.99,1595949.0,1356556.65,Retail
31348,John Varvatos,4787846.99,1595949.0,1356556.65,Retail
31349,Victory Halal Food & Grocery,4787846.99,1595949.0,1356556.65,Retail
31350,vybe urgent care,5268371.04,1756123.68,1492705.13,Health/Social
31351,First Financial,16545067.6,5515022.53,4687769.15,Finance/Insurance
31352,The Love House Barber Shop,1889854.62,629951.54,535458.81,Other Services
31353,Taylor Rentals,1889854.62,629951.54,535458.81,Other Services
31354,Bovella's Bakery Cafe,4787846.99,1595949.0,1356556.65,Retail
31355,Blue Sheep Bake Shop,4787846.99,1595949.0,1356556.65,Retail
31356,Echo Tap & Grille,3534837.91,1178279.3,1001537.41,Accommodations/Food
31357,Ed and Ron's,4787846.99,1595949.0,1356556.65,Retail
31358,Colonial Deli,4787846.99,1595949.0,1356556.65,Retail
31359,Tailor Shop,1889854.62,629951.54,535458.81,Other Services
31360,Milk House Farm Market,1889854.62,629951.54,535458.81,Other Services
31361,The Leona M. and Harry B. Helmsley Charitable Trust Center for Electrophysiology,5268371.04,1756123.68,1492705.13,Health/Social
31362,Third Ave Deli & Grill,4787846.99,1595949.0,1356556.65,Retail
31363,Zest Ramen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31364,Harper's Bread House,4787846.99,1595949.0,1356556.65,Retail
31365,Lucky King Bakery,4787846.99,1595949.0,1356556.65,Retail
31366,Manhattan Chinatown Pharmacy,1889854.62,629951.54,535458.81,Other Services
31367,18 Pharmacy,1889854.62,629951.54,535458.81,Other Services
31368,Simpsons Loans,1889854.62,629951.54,535458.81,Other Services
31369,Canal Street Optical,4787846.99,1595949.0,1356556.65,Retail
31370,Magnolia Jewlers,4787846.99,1595949.0,1356556.65,Retail
31371,Comfortfood & Kitchenette,3534837.91,1178279.3,1001537.41,Accommodations/Food
31372,Scrubs Laundromat,4787846.99,1595949.0,1356556.65,Retail
31373,Anthony's Wine & Liquors,4787846.99,1595949.0,1356556.65,Retail
31374,Agua de la Vida,4787846.99,1595949.0,1356556.65,Retail
31375,Mount Sinai Doctors - Williamsburg,5268371.04,1756123.68,1492705.13,Health/Social
31376,CityMD Williamsburg Urgent Care - Brooklyn,5268371.04,1756123.68,1492705.13,Health/Social
31377,Chris Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31378,Uotora,3534837.91,1178279.3,1001537.41,Accommodations/Food
31379,La Ñapa,3534837.91,1178279.3,1001537.41,Accommodations/Food
31380,Sushi Yoshi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31381,Yummy Yummy in my Tummy,3534837.91,1178279.3,1001537.41,Accommodations/Food
31382,M Noodle Shop,3534837.91,1178279.3,1001537.41,Accommodations/Food
31383,London Tandoori,3534837.91,1178279.3,1001537.41,Accommodations/Food
31384,Downtown Little School,5646284.96,1882094.99,1599780.74,Education
31385,Ridge Gas & Minimart,4787846.99,1595949.0,1356556.65,Retail
31386,Ridge Gas & Minimart Laundromat,4787846.99,1595949.0,1356556.65,Retail
31387,Gracie and the Dudes Homemade Ice Cream,3534837.91,1178279.3,1001537.41,Accommodations/Food
31388,Sea Bright Pizzeria & Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31389,Anjelica's,3534837.91,1178279.3,1001537.41,Accommodations/Food
31390,Alice's Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31391,Yumi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31392,Rory's Pub,3534837.91,1178279.3,1001537.41,Accommodations/Food
31393,Woody's Ocrean Grille,3534837.91,1178279.3,1001537.41,Accommodations/Food
31394,Yolk's on you Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31395,Donovan's Reef,3534837.91,1178279.3,1001537.41,Accommodations/Food
31396,Café Carmela,3534837.91,1178279.3,1001537.41,Accommodations/Food
31397,Home Family Market,1889854.62,629951.54,535458.81,Other Services
31398,"The Mathematics, Civics and Sciences Charter School of Philadelphia",5646284.96,1882094.99,1599780.74,Education
31399,Folk Arts-Cultural Treasures Charter School,5646284.96,1882094.99,1599780.74,Education
31400,Dr. Fernando Mariz,5268371.04,1756123.68,1492705.13,Health/Social
31401,Kumon Math and Reading Center of Robbinsville,1889854.62,629951.54,535458.81,Other Services
31402,Tobacco Leaf,4787846.99,1595949.0,1356556.65,Retail
31403,Souper Bowl Chineese Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31404,Parkway Cleaners,4787846.99,1595949.0,1356556.65,Retail
31405,G & D Salon,1889854.62,629951.54,535458.81,Other Services
31406,PrintOut Local,4787846.99,1595949.0,1356556.65,Retail
31407,Nut Hut Saloon,3534837.91,1178279.3,1001537.41,Accommodations/Food
31408,La Luna Cafe,4787846.99,1595949.0,1356556.65,Retail
31409,Gran Pierno,4787846.99,1595949.0,1356556.65,Retail
31410,Woodside Vision,4787846.99,1595949.0,1356556.65,Retail
31411,Fix Auto Repair,4787846.99,1595949.0,1356556.65,Retail
31412,La Cafeteria by de Mole,3534837.91,1178279.3,1001537.41,Accommodations/Food
31413,Tiffn,3534837.91,1178279.3,1001537.41,Accommodations/Food
31414,Burlap and Bean Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
31415,Cleaner,4787846.99,1595949.0,1356556.65,Retail
31416,Bedazzled Boutique,4787846.99,1595949.0,1356556.65,Retail
31417,Wonderful Hair Lounge & Spa,4787846.99,1595949.0,1356556.65,Retail
31418,Fresco Pizza & Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31419,Good2Go Spa,1889854.62,629951.54,535458.81,Other Services
31420,Scotti's Record Shops,1889854.62,629951.54,535458.81,Other Services
31421,Borough Bagels,3534837.91,1178279.3,1001537.41,Accommodations/Food
31422,Community College of Philadelphia Main Campus Library,5646284.96,1882094.99,1599780.74,Education
31423,dandelion wishes,4787846.99,1595949.0,1356556.65,Retail
31424,B & P Polish Deli,4787846.99,1595949.0,1356556.65,Retail
31425,Diamond Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31426,M & I Keytile Stone,1889854.62,629951.54,535458.81,Other Services
31427,Joe's Auto Repair Corner inc.,4787846.99,1595949.0,1356556.65,Retail
31428,Fleur Noire Tattoo Parlour,1889854.62,629951.54,535458.81,Other Services
31429,Last Son Dental,5268371.04,1756123.68,1492705.13,Health/Social
31430,Zara Home,1889854.62,629951.54,535458.81,Other Services
31431,Matt's Barber Shop,1889854.62,629951.54,535458.81,Other Services
31432,Waves Hair Studio,1889854.62,629951.54,535458.81,Other Services
31433,Pink,4787846.99,1595949.0,1356556.65,Retail
31434,Amazon Bookstore,1889854.62,629951.54,535458.81,Other Services
31435,Camden County Library System Merchantville Branch,5646284.96,1882094.99,1599780.74,Education
31436,Flectson,4787846.99,1595949.0,1356556.65,Retail
31437,Oyster House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31438,Positano Coast by Aldo Lamberti,3534837.91,1178279.3,1001537.41,Accommodations/Food
31439,Woolco Foods Inc,1889854.62,629951.54,535458.81,Other Services
31440,Burlington County Library System Maple Shade Branch,5646284.96,1882094.99,1599780.74,Education
31441,Tofu Exotics,4787846.99,1595949.0,1356556.65,Retail
31442,Savory Thai,3534837.91,1178279.3,1001537.41,Accommodations/Food
31443,Rosa's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31444,The Quadrant Bookstore Coffee Shop,3534837.91,1178279.3,1001537.41,Accommodations/Food
31445,Bank Street Creamery,3534837.91,1178279.3,1001537.41,Accommodations/Food
31446,Antonio's Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31447,Halal Food Express,3534837.91,1178279.3,1001537.41,Accommodations/Food
31448,Fitz on 4th,3534837.91,1178279.3,1001537.41,Accommodations/Food
31449,Rally Coffee,3534837.91,1178279.3,1001537.41,Accommodations/Food
31450,Brooklyn Biscuit Company,4787846.99,1595949.0,1356556.65,Retail
31451,Kokomo,3534837.91,1178279.3,1001537.41,Accommodations/Food
31452,Kapadokya Mediterranean Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31453,Science Leadership Academy at Beeber,5646284.96,1882094.99,1599780.74,Education
31454,Kedz Funeral Home,1889854.62,629951.54,535458.81,Other Services
31455,Barbeiro's Barbershop,1889854.62,629951.54,535458.81,Other Services
31456,Salon Centric,4787846.99,1595949.0,1356556.65,Retail
31457,Jefre Bridal,4787846.99,1595949.0,1356556.65,Retail
31458,Gatsby Salon,4787846.99,1595949.0,1356556.65,Retail
31459,LA Frame,1889854.62,629951.54,535458.81,Other Services
31460,Embroid Me,1889854.62,629951.54,535458.81,Other Services
31461,Goldfinch,4787846.99,1595949.0,1356556.65,Retail
31462,Hanson Place Seventh-Day Adventist Elementary School,5646284.96,1882094.99,1599780.74,Education
31463,Cafe Benne,3534837.91,1178279.3,1001537.41,Accommodations/Food
31464,Fudgarten,3534837.91,1178279.3,1001537.41,Accommodations/Food
31465,Piemonte Ravioli,1889854.62,629951.54,535458.81,Other Services
31466,Caffè Palermo,3534837.91,1178279.3,1001537.41,Accommodations/Food
31467,Angelo's,3534837.91,1178279.3,1001537.41,Accommodations/Food
31468,Bellacio,3534837.91,1178279.3,1001537.41,Accommodations/Food
31469,Puglia,3534837.91,1178279.3,1001537.41,Accommodations/Food
31470,Anthony Shops,4787846.99,1595949.0,1356556.65,Retail
31471,Summertime Gift Shop,4787846.99,1595949.0,1356556.65,Retail
31472,Buona Notte,3534837.91,1178279.3,1001537.41,Accommodations/Food
31473,Handbag Heaven,1889854.62,629951.54,535458.81,Other Services
31474,V.I.M.,4787846.99,1595949.0,1356556.65,Retail
31475,Fort Washington Library,5646284.96,1882094.99,1599780.74,Education
31476,Manolo's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31477,Little Italy Gift Shop,4787846.99,1595949.0,1356556.65,Retail
31478,Mai & Lily Jewelry,4787846.99,1595949.0,1356556.65,Retail
31479,Jewelry Gallery,4787846.99,1595949.0,1356556.65,Retail
31480,VN Travel,1889854.62,629951.54,535458.81,Other Services
31481,Exclusive Jewelers,4787846.99,1595949.0,1356556.65,Retail
31482,Happy Diamond Angel Jewelry,4787846.99,1595949.0,1356556.65,Retail
31483,Good Luck Jewelry,4787846.99,1595949.0,1356556.65,Retail
31484,Golden Jade Jewelry,4787846.99,1595949.0,1356556.65,Retail
31485,Vladdys Diamonds,4787846.99,1595949.0,1356556.65,Retail
31486,Eyesmate Optical,4787846.99,1595949.0,1356556.65,Retail
31487,Lucky Diamond,4787846.99,1595949.0,1356556.65,Retail
31488,Da Long Yi Hot Pot,3534837.91,1178279.3,1001537.41,Accommodations/Food
31489,First Republican Bank,16545067.6,5515022.53,4687769.15,Finance/Insurance
31490,CapitalOne Bank,16545067.6,5515022.53,4687769.15,Finance/Insurance
31491,Rumba Cubana,3534837.91,1178279.3,1001537.41,Accommodations/Food
31492,Tiffany Wigs,1889854.62,629951.54,535458.81,Other Services
31493,The Smoke Shop - Cedar Smoke,4787846.99,1595949.0,1356556.65,Retail
31494,P1N Parking,1889854.62,629951.54,535458.81,Other Services
31495,Grand Lux Café,3534837.91,1178279.3,1001537.41,Accommodations/Food
31496,Peloton,4787846.99,1595949.0,1356556.65,Retail
31497,Fashionable Pets,4787846.99,1595949.0,1356556.65,Retail
31498,Manor Beverages,4787846.99,1595949.0,1356556.65,Retail
31499,Catholic Health Care Services,5268371.04,1756123.68,1492705.13,Health/Social
31500,Freddy J's Bar & Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31501,Circle Brook Farm,1889854.62,629951.54,535458.81,Other Services
31502,Super Gold,4787846.99,1595949.0,1356556.65,Retail
31503,Confident Smile Dental,5268371.04,1756123.68,1492705.13,Health/Social
31504,Barnaby's,3534837.91,1178279.3,1001537.41,Accommodations/Food
31505,Rocco Abessinio Building,5646284.96,1882094.99,1599780.74,Education
31506,Bachman Building,5646284.96,1882094.99,1599780.74,Education
31507,Bruder Life Center,5646284.96,1882094.99,1599780.74,Education
31508,Red Hill Farm,1889854.62,629951.54,535458.81,Other Services
31509,Bay Sushi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31510,The Loving Piece - New Age Shop,1889854.62,629951.54,535458.81,Other Services
31511,Tandoor Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31512,smARTivities Showcase,4787846.99,1595949.0,1356556.65,Retail
31513,Ciao! Sandwich Shoppe,3534837.91,1178279.3,1001537.41,Accommodations/Food
31514,Daddy's Place,3534837.91,1178279.3,1001537.41,Accommodations/Food
31515,Gentleman's Barbershop,1889854.62,629951.54,535458.81,Other Services
31516,Angelo's Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31517,Taylor Made Polish,4787846.99,1595949.0,1356556.65,Retail
31518,Jasmine Japanese and Thai Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31519,Ricky's Food and Tobacco,4787846.99,1595949.0,1356556.65,Retail
31520,Casa di Franco Pizzeria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31521,My New Place Pizzeria & Italian Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31522,1001 Thai,3534837.91,1178279.3,1001537.41,Accommodations/Food
31523,Noto's Deli,4787846.99,1595949.0,1356556.65,Retail
31524,10th Street Laundromat,4787846.99,1595949.0,1356556.65,Retail
31525,Easton Taco & Rotisserie,3534837.91,1178279.3,1001537.41,Accommodations/Food
31526,House of Chen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31527,Monarch Furniture,4787846.99,1595949.0,1356556.65,Retail
31528,White-Singer Sewing Center,1889854.62,629951.54,535458.81,Other Services
31529,Salvage Goods LLC,4787846.99,1595949.0,1356556.65,Retail
31530,The State Cafe and Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31531,Modern Crumb,4787846.99,1595949.0,1356556.65,Retail
31532,Mercantile Output,1889854.62,629951.54,535458.81,Other Services
31533,ThreeBirds Coffee House,3534837.91,1178279.3,1001537.41,Accommodations/Food
31534,Saylors & Co,4787846.99,1595949.0,1356556.65,Retail
31535,Robert Graham,4787846.99,1595949.0,1356556.65,Retail
31536,Nissley Vineyards,4787846.99,1595949.0,1356556.65,Retail
31537,Crocs,4787846.99,1595949.0,1356556.65,Retail
31538,Ultimate Doggie Destination,4787846.99,1595949.0,1356556.65,Retail
31539,Silver N' Beyond,4787846.99,1595949.0,1356556.65,Retail
31540,Beef Jerky Outlet,1889854.62,629951.54,535458.81,Other Services
31541,Casual Male XL,4787846.99,1595949.0,1356556.65,Retail
31542,Le Creuset,1889854.62,629951.54,535458.81,Other Services
31543,Chico's Off the Rack,4787846.99,1595949.0,1356556.65,Retail
31544,Nautica,4787846.99,1595949.0,1356556.65,Retail
31545,ASICS,4787846.99,1595949.0,1356556.65,Retail
31546,T&B Luxe,4787846.99,1595949.0,1356556.65,Retail
31547,Samsonite,1889854.62,629951.54,535458.81,Other Services
31548,Spring Step Shoes,4787846.99,1595949.0,1356556.65,Retail
31549,The Cosmetics Company Store,4787846.99,1595949.0,1356556.65,Retail
31550,Tory Burch,4787846.99,1595949.0,1356556.65,Retail
31551,cabi,1889854.62,629951.54,535458.81,Other Services
31552,Fragrance Outlet,4787846.99,1595949.0,1356556.65,Retail
31553,Movado,1889854.62,629951.54,535458.81,Other Services
31554,Goat USA,4787846.99,1595949.0,1356556.65,Retail
31555,Boss Menswear Outlet,4787846.99,1595949.0,1356556.65,Retail
31556,Fan Treasures,1889854.62,629951.54,535458.81,Other Services
31557,Merrell,4787846.99,1595949.0,1356556.65,Retail
31558,Eddie Bauer,4787846.99,1595949.0,1356556.65,Retail
31559,The Uniform Outlet,4787846.99,1595949.0,1356556.65,Retail
31560,Jockey,4787846.99,1595949.0,1356556.65,Retail
31561,Perfuroma,4787846.99,1595949.0,1356556.65,Retail
31562,Diamond Credit Union,16545067.6,5515022.53,4687769.15,Finance/Insurance
31563,Ember & Ale,3534837.91,1178279.3,1001537.41,Accommodations/Food
31564,Sole Provisions,4787846.99,1595949.0,1356556.65,Retail
31565,Providence Dental,5268371.04,1756123.68,1492705.13,Health/Social
31566,her hideout,1889854.62,629951.54,535458.81,Other Services
31567,Apricot Lane Boutique,1889854.62,629951.54,535458.81,Other Services
31568,House of India,3534837.91,1178279.3,1001537.41,Accommodations/Food
31569,Options Medical Weight Loss,5268371.04,1756123.68,1492705.13,Health/Social
31570,Chow Bistro,3534837.91,1178279.3,1001537.41,Accommodations/Food
31571,Perfume Palace,4787846.99,1595949.0,1356556.65,Retail
31572,Piazza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31573,Relax Now,1889854.62,629951.54,535458.81,Other Services
31574,Cool Topic,4787846.99,1595949.0,1356556.65,Retail
31575,Cafe Riviera,3534837.91,1178279.3,1001537.41,Accommodations/Food
31576,rue21,4787846.99,1595949.0,1356556.65,Retail
31577,CELLFUN,4787846.99,1595949.0,1356556.65,Retail
31578,Mini Mart,4787846.99,1595949.0,1356556.65,Retail
31579,King Subs,3534837.91,1178279.3,1001537.41,Accommodations/Food
31580,The Parisii,4787846.99,1595949.0,1356556.65,Retail
31581,Learning Express Toys,4787846.99,1595949.0,1356556.65,Retail
31582,Bond Street Wines,4787846.99,1595949.0,1356556.65,Retail
31583,Monte Carlo Diner,3534837.91,1178279.3,1001537.41,Accommodations/Food
31584,Old Iron,1889854.62,629951.54,535458.81,Other Services
31585,Empire Cabinets & Marble,1889854.62,629951.54,535458.81,Other Services
31586,Enzo Bruni La Pizza Gourmet,3534837.91,1178279.3,1001537.41,Accommodations/Food
31587,Organic Valley Deli,4787846.99,1595949.0,1356556.65,Retail
31588,Shaya,4787846.99,1595949.0,1356556.65,Retail
31589,Saxelby Cheesemongers Wholesale,1889854.62,629951.54,535458.81,Other Services
31590,Èti Hair Studio,1889854.62,629951.54,535458.81,Other Services
31591,HMY Vision,4787846.99,1595949.0,1356556.65,Retail
31592,Decor Gallery & Framing,1889854.62,629951.54,535458.81,Other Services
31593,Sushi Dairo,3534837.91,1178279.3,1001537.41,Accommodations/Food
31594,Spoiled Diva Nail Spa,4787846.99,1595949.0,1356556.65,Retail
31595,Taqueria Gramercy,3534837.91,1178279.3,1001537.41,Accommodations/Food
31596,Balayage Studio,1889854.62,629951.54,535458.81,Other Services
31597,halal taste,3534837.91,1178279.3,1001537.41,Accommodations/Food
31598,Massimo's Cucina,3534837.91,1178279.3,1001537.41,Accommodations/Food
31599,Thai Ginger,3534837.91,1178279.3,1001537.41,Accommodations/Food
31600,Justin's Barbershop,1889854.62,629951.54,535458.81,Other Services
31601,Bagels n' Cream,3534837.91,1178279.3,1001537.41,Accommodations/Food
31602,Salon Concrete,1889854.62,629951.54,535458.81,Other Services
31603,Foxmoor Cleaners,4787846.99,1595949.0,1356556.65,Retail
31604,Gifted,4787846.99,1595949.0,1356556.65,Retail
31605,Gennaro's Italian Restaurant & Tomato Pies,3534837.91,1178279.3,1001537.41,Accommodations/Food
31606,Bridal Suite Boutique,4787846.99,1595949.0,1356556.65,Retail
31607,Dental Harmony of Hamilton,5268371.04,1756123.68,1492705.13,Health/Social
31608,Hamilton Bagel & Grill,3534837.91,1178279.3,1001537.41,Accommodations/Food
31609,China Hut,3534837.91,1178279.3,1001537.41,Accommodations/Food
31610,Fjord Fish Market,4787846.99,1595949.0,1356556.65,Retail
31611,Motorcycle Works Ltd.,1889854.62,629951.54,535458.81,Other Services
31612,Alboor Fish & Meat Market,1889854.62,629951.54,535458.81,Other Services
31613,City Restaurant Supplies,1889854.62,629951.54,535458.81,Other Services
31614,Pediatric Dentistry Center,5268371.04,1756123.68,1492705.13,Health/Social
31615,Chesterfield One Hour Cleaners,4787846.99,1595949.0,1356556.65,Retail
31616,Hair by Hermosa,1889854.62,629951.54,535458.81,Other Services
31617,Shamrock Beverage,1889854.62,629951.54,535458.81,Other Services
31618,Cafe Volkan,3534837.91,1178279.3,1001537.41,Accommodations/Food
31619,Cos Bar,4787846.99,1595949.0,1356556.65,Retail
31620,Starr Books,1889854.62,629951.54,535458.81,Other Services
31621,Tomodachi Japanese Steakhouse & Bar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31622,American Heritage Credit Union,16545067.6,5515022.53,4687769.15,Finance/Insurance
31623,Astoria Food,4787846.99,1595949.0,1356556.65,Retail
31624,E&M Auto Sales,4787846.99,1595949.0,1356556.65,Retail
31625,Carsbuck,4787846.99,1595949.0,1356556.65,Retail
31626,Kimberly's Laundromat,4787846.99,1595949.0,1356556.65,Retail
31627,Marché,4787846.99,1595949.0,1356556.65,Retail
31628,Muhammad's Place,1889854.62,629951.54,535458.81,Other Services
31629,Diwali Indian Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
31630,Kings Furniture Warehouse,4787846.99,1595949.0,1356556.65,Retail
31631,Wide Dirt Pulloff,1889854.62,629951.54,535458.81,Other Services
31632,P9 Parking,1889854.62,629951.54,535458.81,Other Services
31633,VIP Barbershop,1889854.62,629951.54,535458.81,Other Services
31634,Hong Cha,3534837.91,1178279.3,1001537.41,Accommodations/Food
31635,Sunset Sewing Machine Supplies,1889854.62,629951.54,535458.81,Other Services
31636,Border Deli & Grocery,4787846.99,1595949.0,1356556.65,Retail
31637,Eat Street NYC,3534837.91,1178279.3,1001537.41,Accommodations/Food
31638,Hao Q Liquor Store,4787846.99,1595949.0,1356556.65,Retail
31639,P5 Parking,1889854.62,629951.54,535458.81,Other Services
31640,On,4787846.99,1595949.0,1356556.65,Retail
31641,Roll-Off Dumpster Direct,1889854.62,629951.54,535458.81,Other Services
31642,New Lamb's Garden,3534837.91,1178279.3,1001537.41,Accommodations/Food
31643,Rustoni's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31644,Kendy's Sushi and Peking Garden,3534837.91,1178279.3,1001537.41,Accommodations/Food
31645,EZ-Chek Food Store,4787846.99,1595949.0,1356556.65,Retail
31646,Angelo's Pizza & Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31647,East Side Grocery,4787846.99,1595949.0,1356556.65,Retail
31648,House of Liquor,4787846.99,1595949.0,1356556.65,Retail
31649,Primo's Pizza and Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31650,Royal Indian Restaraunt,3534837.91,1178279.3,1001537.41,Accommodations/Food
31651,MiLina Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
31652,Parlin Nails Spa,4787846.99,1595949.0,1356556.65,Retail
31653,Professional Dry Cleaners & Coin Laundry,4787846.99,1595949.0,1356556.65,Retail
31654,Quick Dairy & Grocery,4787846.99,1595949.0,1356556.65,Retail
31655,Quick Deli,4787846.99,1595949.0,1356556.65,Retail
31656,Za-zen Chinese Massage,1889854.62,629951.54,535458.81,Other Services
31657,Plaza Wines & Liquors,4787846.99,1595949.0,1356556.65,Retail
31658,Pilipino Grill & BBQ,3534837.91,1178279.3,1001537.41,Accommodations/Food
31659,Bantama Market,4787846.99,1595949.0,1356556.65,Retail
31660,Yong Hing Garden,3534837.91,1178279.3,1001537.41,Accommodations/Food
31661,Mia's Pizza Restaurant,3534837.91,1178279.3,1001537.41,Accommodations/Food
31662,Mediplus Home Health,1889854.62,629951.54,535458.81,Other Services
31663,Nagoya Japanese Cuisine,3534837.91,1178279.3,1001537.41,Accommodations/Food
31664,Kathiyawadi Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31665,Rajwadi Food Products,1889854.62,629951.54,535458.81,Other Services
31666,Lala's BBQ,3534837.91,1178279.3,1001537.41,Accommodations/Food
31667,Romeo's Ristorante & Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31668,Fresh Laundromat and Cleaners,4787846.99,1595949.0,1356556.65,Retail
31669,Cocco's Pizza,3534837.91,1178279.3,1001537.41,Accommodations/Food
31670,Friends Halal,4787846.99,1595949.0,1356556.65,Retail
31671,Boqueria,3534837.91,1178279.3,1001537.41,Accommodations/Food
31672,Crave Fishbar,3534837.91,1178279.3,1001537.41,Accommodations/Food
31673,Lusardi's,3534837.91,1178279.3,1001537.41,Accommodations/Food
31674,Hanabi,3534837.91,1178279.3,1001537.41,Accommodations/Food
31675,Beer Depot,4787846.99,1595949.0,1356556.65,Retail
31676,Pad Thai Kitchen,3534837.91,1178279.3,1001537.41,Accommodations/Food
31677,Miller's Ale House,3534837.91,1178279.3,1001537.41,Accommodations/Food
