id,name,avg_revenue,avg_bills
9972,European Travel Agency Inc,2044004.24,1877346.46
9973,Tony's Deli & Liquors,649596.38,518414.01
9974,Cousin Auto Repair,265887.14,218333.67
9975,Miltiservicios Latinos,4968997.89,3112476.39
9976,Kairo's Unisex,1947391.51,1704816.0
9977,Gomar Nail Salon,1732238.28,1212976.08
9978,Oh My Dog,3388705.02,2924327.59
9979,Headlinerz,1628019.79,1527959.31
9980,Super Laundromat Center,4264437.66,2845649.98
9981,Subs Galore,1907089.72,1764732.61
9982,Towne Auto Sales,1661297.99,1479672.24
9983,Classic Nails,175199.54,119252.51
9984,Best Buy Wine & Liquor,4363647.19,3467540.11
9985,Franco barber Shop,2853312.11,2701165.5
9986,Manny Mini Mart,1320458.39,1115233.05
9987,Anthomny's Shop and Save Supermarket,4594843.17,4066904.36
9988,Dollar Daze,1651986.14,1456061.89
9989,Gina's Hair Design,2417248.73,1454547.07
9990,Zizzi Hair salon and Spa,1882670.46,1435712.08
9991,Soccer Post,1594029.62,1256678.83
9992,Kearny Nails,2458814.05,1667563.68
9993,City Smoke,2420192.94,1975830.46
9994,Atomy of Kearny,374311.26,326935.09
9995,Pao Quente D'Avenida,4721496.98,3451500.11
9996,Sea Girt Borough Hall,3886380.12,3689767.93
9997,CooperSurgical,69907.81,52587.16
9998,Work Hard Dress Right,417662.94,387752.46
9999,City Discount Liquor Store,4176313.36,2915881.67
10000,Zanaib Foodmart,1905441.57,1571906.55
10001,Continuous Networks,3233665.99,2035539.09
10002,Akshardham Store,4948775.6,3550084.95
10003,Laundry World,4660017.87,3817196.65
10004,Davenport Laundromat,4867969.96,3144022.7
10005,Cash My Check,4880316.29,3344763.03
10006,Chunchi Bakery,2522664.8,1534307.02
10007,Calandra's Bakery,1413655.27,864486.11
10008,OpenFS LLC,2685836.69,2324746.21
10009,Georges Salon,4588172.29,3597674.94
10010,Suncrest Village,4428951.99,4023742.12
10011,Eat Clean Bro,4241169.34,3923792.28
10012,Dirty Laundry,1364136.14,846683.0
10013,Hana Mission Thrift Store,4592843.13,3602437.82
10014,URB'N,3582013.6,2727794.71
10015,Children's Hospital of Philadelphia,1118742.59,671896.36
10016,NJ Mattress,2181615.76,1550107.48
10017,Orange Carpet & Wood Gallery,995712.04,878050.59
10018,Pure Ink Tattoo,3183690.44,2770427.55
10019,Avalon Street Maintenance,591530.18,403609.38
10020,Brady & Kunz,4906815.37,4633592.82
10021,Seton Hall University Bookstore,2320085.44,1488772.55
10022,William S. Rich & Son,4609718.14,4346086.49
10023,Queen Halal Mini Market,2678087.76,2029070.28
10024,Raimo Wine & Liquor,3534628.79,3232671.25
10025,Spinosa Music,2559299.48,1936628.22
10026,Serenity Montessori Preschool,632216.01,575531.98
10027,Pueblo Liquor,4462367.9,2708967.77
10028,Pueblo Laundry,3230781.9,2769660.51
10029,Sand + Stitch,2176985.43,2009844.57
10030,9 North,1476521.84,1308344.5
10031,To Go,2839662.19,2260796.2
10032,New Era Barber Shop,3394470.37,2572362.11
10033,Isabella Variedades,4393913.51,2835781.69
10034,Champion Replacement Windows of Philadelphia,4151248.0,3332490.48
10035,R&M Make Up Barbershop,3283925.59,2287980.34
10036,TP Electronics Car Audio,2181998.93,1870772.09
10037,M.Shin,4473799.97,2793882.43
10038,Four Seasons Spa,1576598.33,1331522.19
10039,Shilla Travel,1922358.65,1390209.53
10040,AC Barstool Brothers,3920788.59,2729517.05
10041,Jack & Son Nails Spa,1232498.14,771380.52
10042,A Time for Wine,2992079.56,2503744.32
10043,Zeytina Gourmet Food Marketplace,968492.09,871801.04
10044,Talk of the Walk,1217196.05,1116358.31
10045,The Dean,3018691.35,2501283.42
10046,Marshall Rousso,4971700.16,4137922.22
10047,Mrs. Fields,684036.57,502895.49
10048,Sea Spa Sanctuary,692481.29,466207.16
10049,Caesars Sportsbook,2991647.01,2050331.52
10050,Going Nuts / The Green Bar,2795333.19,1780182.99
10051,A Dam Good Deli,885684.39,627320.77
10052,James' Salt Water Taffy,4928936.36,3600826.45
10053,Boardwalk Corner Store,1105972.88,1006386.63
10054,Lobby Essentials,283103.19,264318.95
10055,Luxe Salon,2536890.56,1810654.11
10056,The Corner Market,205646.04,175395.72
10057,Business Center,4151283.9,3731905.5
10058,Breathe...Salt Spa,1865512.49,1736396.79
10059,Essentials,2352588.91,1879173.42
10060,Hat Emporium,1338220.44,1077670.47
10061,Step Up,207727.32,165918.67
10062,Francesca's Collections,2582030.07,2242626.48
10063,Caesars Exclusively,3294917.59,2522683.42
10064,Emporer's Essentials,1402635.66,947743.92
10065,Bally Bet Sportsbook,1606491.58,1077176.32
10066,The Spa at Bally's,4164238.6,2774879.2
10067,Bally's Boutique,866664.56,738884.82
10068,High Rollers Dispensary,2808414.73,1980613.26
10069,The Gateway Shops,2609180.08,1631455.36
10070,Starbucks Coffee & Gift Shop,4116724.33,2620084.78
10071,Magma Smoke Shop,2734312.42,1706740.79
10072,MOM's Organic Market,1992665.26,1457939.68
10073,Alex Jewelry,3709326.88,3144609.06
10074,Pacific Food Market,2117322.56,1957838.03
10075,Ali's Jewelers,1037155.15,982498.9
10076,Atlantic City Psychic,1658459.85,1026874.72
10077,Rosa D'oro Jewelers,82078.2,57959.76
10078,New Hope Gold,4234561.62,3202865.19
10079,Water Side Market,575964.33,438974.35
10080,All Star Liquor,999996.79,635907.28
10081,Brigantine Dry Cleaners,2068805.5,1827745.62
10082,Brig Chic,187698.04,140802.61
10083,Rittenhouse Home,2089086.91,1686325.39
10084,Akwaaba Caribbean Market & Deli,877414.63,690695.06
10085,Ruff to Fluff Pet Spa,2268836.71,1978061.71
10086,Nailcessity,2748671.2,1809229.66
10087,Paradise Salon and Spa,1167440.75,901511.31
10088,Artim Salon & Spa,3719864.39,2459822.36
10089,Scotty's Automotive Service,3846152.31,3386043.54
10090,TPS Financial,2015546.15,1768236.57
10091,On The Way,1785682.58,1548842.27
10092,AWISCO Branchville,1435252.79,1357223.78
10093,Unicar Autobody,1395754.16,968262.77
10094,Enfinity Medical BIlling,2367232.14,1505294.52
10095,BMW,1752819.53,1346754.22
10096,Pleasant Market,3688786.49,3248621.27
10097,Back to Nature Wellness & Gifts,4956343.21,3324637.58
10098,Hunter Douglas Gallery,1219537.77,814850.88
10099,KitchenArt,3322705.76,2850103.2
10100,Paws About,4438337.77,3088537.14
10101,The Vested Interest,476763.06,388163.31
10102,Clipper Club Hair Salon,4964968.7,4051346.44
10103,688 Boutique,3118535.37,2662890.81
10104,Buenavista Multiservices,3608747.6,3067273.39
10105,St. Carmen Jewelers,2091520.41,1274933.73
10106,Dynasty Gift & Discount Center,3580859.29,2847761.37
10107,Digital Mobile Electronic,2955931.53,1813657.89
10108,Fancy Fish,616204.52,548911.98
10109,NutriCentro,1097967.85,890576.69
10110,Shreeji Beauty Salon,517205.35,484810.46
10111,WNY Liqour Store,2030563.29,1613681.95
10112,Amigo Smoke Shop,121828.39,93445.13
10113,Nutricion Garcia,437765.56,414522.14
10114,Robert USA,2808177.53,2179156.3
10115,Fabco Shoes,3209401.34,3016190.17
10116,Crystal Lens Express,3817044.67,3438754.32
10117,Jay’s Uniform,2666791.64,2141950.75
10118,Panda Shoes,3317496.52,2981325.71
10119,James Great Deals,1684536.11,1087552.44
10120,Bergenline Electronics,4887692.12,3076200.39
10121,Pennington Borough Hall,4002902.31,2812067.7
10122,Ridgedale Wines and Liquors,2599277.3,1916004.98
10123,Franco's Barbershop,1888653.67,1579513.57
10124,In Bloom Salon,4239609.77,3277741.2
10125,Threading Studio,678435.5,578896.59
10126,The Potted Granium Florist,2836016.97,1856862.12
10127,Bello by Marco,99855.16,93683.14
10128,Ace Auto Group,1269151.29,909029.83
10129,Lou's Jewelers,3819161.21,2299103.39
10130,Howard Hanna Rand Realty,4755260.11,3809801.16
10131,D. Sierra Lash Co. | East Hanover,312572.26,205587.71
10132,Joy's Nails,880484.47,629269.26
10133,Polar Skate Shop,3781446.77,2783734.08
10134,Winfield Mutual Housing Corporation,798714.07,708280.31
10135,East Hanover Deli,2983107.11,2207470.16
10136,Centre Plaza,1234841.39,758839.38
10137,Express Deli Food Market,1088178.15,825731.08
10138,Restore Hyper Wellness,1767531.17,1311306.5
10139,Woodbridge Ski & Board,4413645.78,3549376.47
10140,The Consignment Closet,1584214.44,979207.11
10141,Old Bridge Gold Buyers,4259238.33,2939681.0
10142,US Pharmacy,2334339.93,1439531.54
10143,Organica,2769399.5,2213710.91
10144,Oasis Salon and Spa,4112398.39,3843323.98
10145,The Bubble Factory,256155.92,230976.27
10146,Muskan Beauty Parlor,266769.34,174262.38
10147,Alhamdanya Sweets,2586858.03,1642046.78
10148,Patrick Moriarty,3789655.62,2519024.5
10149,Pat Butler,3889822.76,3108750.09
10150,Cavin Ramrup,2193375.52,1952062.98
10151,Metro Title and Settlement,1864619.31,1288868.55
10152,BPS Warehouse,4781188.12,4485954.64
10153,Village Stationery,1044728.43,676406.33
10154,Gertner Mandel Attorneys at Law,1700395.43,1466623.03
10155,Sydney Krupnick Realty,3796088.38,2585510.12
10156,Cathy's 14th Street Bakery,713268.17,533526.77
10157,199 Smile Laundromat,2709351.41,2386158.21
10158,Aramex Investment LLC,1546663.88,1132738.06
10159,Bloomers and Things,3964082.24,2761797.3
10160,Bruno's Bicycles,1211927.56,932570.13
10161,Vingo Wine & Liquor,3619590.84,3274496.77
10162,Crown Tire,4918062.65,4318628.44
10163,D & R Canal State Park Headquarters,3714210.57,2988196.05
10164,Cupily Coffeehouse,2868970.22,2525039.65
10165,Vila Verde Farm,1913587.61,1791542.32
10166,SOCO Construction Field Office,2598998.41,2314330.09
10167,JS Pro Construction,3425809.49,2729972.61
10168,Emilio Bayway Florist,1824118.89,1658990.16
10169,Good Fellas Barbershop,765250.57,721758.21
10170,Rocky Hill Municipal Building,2324893.12,1396432.26
10171,Crazy Johnny's Barbershop,2702150.9,2363253.17
10172,Stylish Nails,4011629.05,3224309.86
10173,Barber Culture,4499149.31,4212858.48
10174,Urban Roots by J & H,1611740.83,1389826.32
10175,Fashion Nail Beauty Spa,2167306.46,2052094.22
10176,XO Nails,4647346.41,3753579.82
10177,JS Pro Property Management,3442162.78,2610891.23
10178,Sterigenics,1358276.36,1260055.2
10179,Milford Borough Hall,4838080.1,3700084.5
10180,Hampton Borough Municipal Office,4251722.8,3360806.63
10181,Mountain Lakes Municipal Building,1613835.68,1064948.8
10182,B&B Mens & Kids,4771652.2,4484441.08
10183,"Walter J. Golczewski, EA",3957421.58,2694125.96
10184,North Jersey Chamber of Commerce,2167062.89,1750567.46
10185,Khaled “Jay” basuf,2470573.72,1856555.87
10186,Maria A. Giammona Law LLC,962009.75,734992.91
10187,Venusys Technology Solutions,1101215.13,973981.3
10188,Darragh & Bocker LLC,1068148.9,1004423.4
10189,Chesterfield Liquors,4086720.28,2859518.24
10190,Genuine Me LLC,235230.84,173633.36
10191,Medical Ear Piercing Clinics,4755168.15,4141169.62
10192,David M Gallaway Tax Services,3632680.86,2466599.05
10193,Serafini Louis J,3048505.7,2396012.29
10194,WPUNJ human resources,3149446.19,2118677.31
10195,CB2,2836134.13,2693521.16
10196,West Windsor-Plainsboro Regional School District Offices,2064650.76,1761142.73
10197,Alantic Health Patient Transport Center,4115162.46,2601933.44
10198,Vito's Bakery and Deli,2766887.29,1941695.38
10199,HairSee,3585128.7,2516271.1
10200,Shin Brothers Jewelers,416469.5,270096.6
10201,Once Upon a Child,2372855.55,1869356.72
10202,Armani Cleaners,2047201.2,1629161.02
10203,Quality Roots Cannabis Dispensary - Marlton,3538475.88,2928791.86
10204,Tipple & Rose,4622977.98,4129293.13
10205,Ascendia Pharmaceutical Solutions,4245956.32,3689093.34
10206,Drive Cheap Auto Insurance,140787.59,117706.49
10207,Shrewsbury Arms Leasing Office,1245814.23,1114282.69
10208,Shrewsbury Mini Mart,2222230.16,1690257.58
10209,Hopewell Township Board of Education,1782570.51,1591024.6
10210,White Horse Wine & Spirits,1926588.5,1614013.51
10211,Divine Beauty & Barber Academy,3933734.03,2410621.14
10212,Com-Tec Institute,558948.81,342193.88
10213,Zadie's of the Oranges,2399276.17,1792186.12
10214,Zadie's Early Childhood Center,135294.13,113665.06
10215,Dorson Professional Training Institute,4401755.78,3860239.15
10216,East Orange YMCA,145023.61,117682.02
10217,Above All Hair and Nail Salon,3141117.52,2323235.05
10218,Kissey Nails Salon,2299038.83,2123011.76
10219,Lake Ridge Spa,190952.26,154744.78
10220,WB Uniforms,2074756.85,1780845.71
10221,"Law Offices of Taff, Davies and Kalwinsky",2208999.89,1945071.06
10222,Bloomingdale's Outlet,1049305.34,649393.93
10223,NAPA AutoCare Center,1320789.03,1112438.17
10224,Strato,1576196.14,1309782.71
10225,All Access Staging & Productions,1494930.76,1080375.8
10226,Woof Gang Bakery and Grooming,450812.46,335016.96
10227,Angelina Nails Spa 2,4969397.36,4228574.64
10228,Sugaring NYC Spa,4391917.12,3628936.93
10229,Home Town Market,4442213.05,3784975.37
10230,Liquorama Wine & Spirits,3983224.56,2547869.1
10231,Hopewell Antiques,623655.19,400819.04
10232,Le Petite Salon,3116376.23,2661400.65
10233,ace Medical Supply,1920551.42,1403728.05
10234,Country Farms,2101509.58,1481855.04
10235,Lakehurst Barber,189173.6,137050.83
10236,The Arc Ocean County Chapter,3350700.18,2916014.56
10237,The Borough of Neptune City,3790965.82,2360212.69
10238,World Class Barbers,1224834.59,1047190.26
10239,Nielsen Kia of Newton,4515519.16,2846738.36
10240,Island Cleaners,4280553.1,2730591.02
10241,Ginnie's House,4357152.83,3172646.29
10242,Wild Fork,1455324.41,1284689.75
10243,5.11 Tactical,3080904.66,2540476.02
10244,Boot Barn,3593914.88,2990824.14
10245,"Destination Athlete of Bergen, Passaic, & Rockland NY",1983270.44,1294952.34
10246,"Bookkeeping Made Simple, LLC.",4982587.65,4102746.05
10247,Agnello Massage,2354204.2,2122542.44
10248,Business Management Services,2192006.44,1367885.37
10249,Cita medica dr yaki,4669488.11,3119623.7
10250,Leisure Spa Asian Massage,482406.64,355676.54
10251,Oasis Barbershop,4875593.79,4429019.64
10252,Professional Therapy Associates,2917117.95,2561872.2
10253,Good Gears Automotive,4626220.23,3193985.07
10254,Rite Liquors,64976.28,44825.89
10255,Shoetique,999797.97,805237.21
10256,The Hat Box Express,2399945.59,1962293.54
10257,Yerushalmi,1431676.56,1079896.72
10258,Drum Point Dry Cleaners,4755133.57,3096548.28
10259,Country Farms Grocery Store,2579893.75,2232438.02
10260,The Mega Nails,2504741.83,1896875.13
10261,Wishing Well Cards and Gifts,1837955.99,1511676.5
10262,A New York Touch,4533699.2,2923373.75
10263,Veporistic,278630.01,189985.26
10264,BeautyStat Cosmetics,3834549.18,3635923.71
10265,FIRST ONSITE Property Restoration,1968894.03,1303366.85
10266,Untangled Hair Extensions,4874477.11,3051505.34
10267,Wayne Day Program - Pillar Care Continuum,1562547.01,1399068.44
10268,The Hair Loft at the Corner,2760761.32,2482647.82
10269,FK Living,2828890.88,2157954.34
10270,A&J Jewelers,418017.51,342329.66
10271,Polska Szkoła Jagiellonów Inc.,2014521.83,1875751.63
10272,Inkwell Global Marketing,4097427.87,3008636.59
10273,First Avenue Elementary School,57037.79,38581.0
10274,Vineyard Express,2876674.23,2549819.3
10275,Universal Cabinet Design,4571931.54,3380939.29
10276,Crossroads Realty,2965407.27,2090379.79
10277,"Mold Testing, LLC",2126639.65,1551356.36
10278,Bloom Realty,4631682.99,3775767.96
10279,Allure Floral Design,735844.41,607308.54
10280,Lowe’s Home Real Estate Team,2028622.71,1626919.0
10281,"Rosa Schiro, Howard Hanna Rand Realty",114995.37,90892.38
10282,Cherilyn Ventola- Howard Hanna Rand Realty,2758091.31,1693202.25
10283,Howard Hanna Rand Realty NJ - Allison Vitella,4667555.84,3061530.42
10284,Port Authority Truck Service Center,3950721.91,2999643.0
10285,Voorhees Township Town Hall,1267726.81,1161389.28
10286,Brooklawn Borough,2702079.98,2297030.52
10287,Tres Leches Bakery,2675468.87,2014082.15
10288,Vinyl Addiction Records,612675.82,477705.41
10289,The Cupcake Carriage,439739.13,314003.02
10290,Paradox Comics,206964.2,181168.54
10291,Gloucester City Sewer Department,1028781.71,856131.51
10292,Derosa Pharmacy And Home Health Care,3516285.38,2210019.48
10293,La Fe Food Market & Grill,831904.18,632185.23
10294,Auction Direct NJ,4052918.8,2650082.0
10295,American Automobile Association,415848.72,260724.09
10296,The Optical Center,1278439.55,1101710.27
10297,Wine Country,4805723.66,3762527.5
10298,Peapack Fine Wines,4880691.05,3283099.82
10299,Urban Cottage,3127683.54,2681218.83
10300,Professional Tire Pros,2340891.51,1592421.72
10301,Hound About Town,1618246.68,1177976.18
10302,BudZOOka Cannabis Dispensary,1274723.61,1100591.24
10303,Keytlym Bakery,170195.6,131125.63
10304,BMW of Newton,4952850.43,4367403.39
10305,Toyota World of Newton,4188722.76,2613891.59
10306,AVR Enterprises,350156.86,269764.76
10307,Wild Logs - Firewood & Cooking Wood Supplier,3422780.05,2449687.32
10308,Bright Vision Technologies,297163.01,254035.14
10309,ReMax,4780085.71,4085096.62
10310,The Hobby Shoppe,504741.51,323315.46
10311,Court Jester,3457178.45,2227294.42
10312,U Frame It,3952732.08,3255364.8
10313,The Print Shoppe,1135393.75,795091.07
10314,Riccardi Brothers,3413762.24,3063342.79
10315,Henny Penny,4290356.9,2638210.73
10316,DJ Got Me Fit,4370270.44,3315958.84
10317,Moxie Salon,4796325.03,4162450.37
10318,Dr. Bloomberg,3599424.95,2994674.01
10319,Wing Hing,1931249.25,1707438.74
10320,Livotis Old World Market,846206.68,726597.48
10321,Gallo's Wines and Liquors,2095514.49,1334483.76
10322,Wrap Innovations,1723450.15,1061634.76
10323,"Richard J. Angelo, Esq.",4096447.28,2915027.5
10324,Hy Gorgeous Lash Bar,769224.59,657315.95
10325,The Bookshop,3024391.82,2553506.58
10326,Applegreen,305808.59,190321.04
10327,Route 35 Tire Center and Auto Repair,1847850.57,1498537.8
10328,Exotic Smoke and Cigar,1203966.74,730511.92
10329,Parts Authority,359812.85,318496.37
10330,Fade Salon,1245197.82,961195.74
10331,Milanos,1434969.03,923460.59
10332,Caramel Shop,3088645.53,2118918.87
10333,Maserati,4738546.81,3432760.04
10334,Kosher West,3846383.66,3497947.77
10335,Agripas Street,4432358.84,3326940.2
10336,Barbanelli Uomo,2991404.36,2421666.23
10337,Accents,934247.25,700487.66
10338,Lakewood Dry Cleaners,489283.02,406210.34
10339,Executive Offices7,4022753.56,3435243.48
10340,Fino Custom,135831.98,120733.63
10341,Outlet and Co.,54090.89,48080.17
10342,Line Art,3247918.22,3036182.03
10343,J Golf,2516860.2,2141237.56
10344,Kaie Head Spa,2437876.62,2057320.18
10345,I Love Lash,638218.26,456571.54
10346,Tov Boutique,818458.39,558321.24
10347,Peonia Atelier,2161552.02,1647039.42
10348,Skyline Cleaners,4829427.81,3752928.89
10349,"WFP Tax Partners, LLC",3988345.74,2634947.55
10350,Volkswagen World of Newton,4975838.6,3859721.23
10351,Audi of Newton,4441930.65,2920316.39
10352,Raj Auto Center,188832.34,132074.1
10353,Northern Lights Hair Studios,2839623.14,1744084.78
10354,Sandra V Tailoring,363511.53,241064.2
10355,Blue Oak Dispensary,1945404.15,1772386.32
10356,Bro's Vape,324559.06,286633.66
10357,John Michaels Estate Jewlery,4674240.12,3589382.5
10358,Barneys II,2606521.4,2159244.03
10359,Brookdale Wine Country,4926725.0,4458279.42
10360,Beauty Buzz,1831775.39,1211094.22
10361,Madtriano's | Deli & butercher in Bloomfield,1085864.25,735230.6
10362,Brookdale Pet Center,4069705.35,3098511.94
10363,Annie's Art Nail,4987909.27,4106275.36
10364,Salon Femi,3399425.69,2627190.99
10365,Ladyfingers Bakery + Bar,1337027.72,960179.53
10366,Al's Cleaners,184518.48,123007.01
10367,Iron Workers Local,2648460.35,2399057.26
10368,Chevron Lummon Global,3051230.3,2465414.11
10369,Urology Management Associates,3766737.02,3384000.24
10370,Clipping World,4903583.34,3074919.39
10371,Gallery of Ink,3136749.41,2297857.2
10372,United Railroad Historical Society of New Jersey,2451170.63,2048062.87
10373,Express Liquors,2888901.58,2025058.62
10374,HeliFlite,2131638.54,1607767.04
10375,Cedar Market,4698539.18,4451357.14
10376,Home Towne Pet Shop,4700086.51,3494562.16
10377,Terry's Boutique,1347420.73,857811.04
10378,Space Smoke Shop,646529.04,521443.14
10379,Sneaker Arcade NJ,1498593.43,1386859.55
10380,Pristine Electric,1087068.78,685937.97
10381,Max's Electric Bikes,2258096.55,1358734.36
10382,Drop & Go Cleaners,217548.36,157661.7
10383,Bollettieri Advanced Automotive Services,1269069.64,837228.46
10384,Prestige Autowerks,4121976.86,2943859.36
10385,Computer Connections Inc,2229602.48,2080913.42
10386,True Cuts,3051824.0,2475620.95
10387,Buy 'N Sell World,3132359.46,2252429.98
10388,United Tarps Parts & More,748248.81,558229.36
10389,Royal Mile Coffee Roasters,4353589.92,3530821.91
10390,The Hiredge Agency,3089257.93,2717313.1
10391,Hawthorne Liquors,1457468.62,924111.24
10392,Then & Now Consignment Shop,2767391.02,2265265.38
10393,Churchill Living,4632015.11,3732201.99
10394,Cozy Tea Loft,1864616.15,1528950.52
10395,Mustillo's Town & Country and Bridal,3640390.52,2396874.81
10396,Vincent Sciortino Tailors,2206386.81,1778587.35
10397,Bliss by K Boutique,2621367.74,1581015.37
10398,My Soho Design & Kitchens,1969417.76,1426806.96
10399,J&S Jewelry,3497250.83,3206483.49
10400,Broad Street Barbers,1400105.53,892614.07
10401,Red Bank Drapery Shop,2055081.1,1710745.4
10402,HiDef NJ Home Audio,2985870.12,2005525.7
10403,Presidential Gardens at Manchester,2168767.61,1643402.36
10404,Valahia Kitchens,1791717.34,1693991.41
10405,ILKEM Marble and Granite,1000519.48,747758.05
10406,"Ferguson Bath, Kitchen & Lighting Gallery",4642477.8,4261738.15
10407,Kumon Learning Center,3628654.23,2587796.34
10408,Qualita Market,57864.75,40644.03
10409,J'Adore Nails,3453878.09,2833792.22
10410,Friendly Food Mart,4961425.26,3641733.95
10411,Hikma Pharmeceuticals,3760691.9,2393997.16
10412,All Brand Appliance Parts,3399894.85,2474183.65
10413,Mixed Media Arts,896554.43,821751.99
10414,Melcon's Pharmacy,113586.62,99490.5
10415,Basak Premium Turkish Bakery,1242599.63,1124017.11
10416,CMIT Solutions,3867855.05,2986081.33
10417,The Lion's Mane Salon,4362531.52,3690675.29
10418,Irma's Bridal,1271894.92,1095016.42
10419,Gem'n'i,1291633.29,1202720.93
10420,Skip to my Brew,3589984.1,3014640.21
10421,Greater Mercer Transportation Management Association,2834253.86,2049883.32
10422,Hainesville General Store,290590.95,256849.94
10423,NJ Office Furniture Depot,3364922.19,3120737.62
10424,Cloud Smoke Shop and Convenience Store,2324908.33,1877246.88
10425,Jersey Devil Firearms,2425602.34,1776681.69
10426,"Brandon J. Broderick, Esq.",4147180.54,3129325.0
10427,CityLeaf Dispensary,3953689.7,3326982.3
10428,Local 54 Benefits Office,695701.74,584593.32
10429,Fair Lawn Pharmacy,791015.87,543277.48
10430,Radburn Liquor,2798148.42,2047377.63
10431,Marlot Wines & Liquors,1028695.98,960943.12
10432,Ebisu,776743.28,675687.39
10433,One Piece,4319021.56,3672464.06
10434,The Joker's Child,2223487.85,1834150.15
10435,Fair Lawn News,1555922.46,1266962.82
10436,Napoleon Auto Body,1510727.06,985175.01
10437,Quick Shop Deli and Liquours,3388655.5,2513846.66
10438,PC Warehouse,1104391.82,994191.27
10439,AJC Advisors,510002.56,372172.98
10440,Bergholz's Tree Experts,3098502.38,2538734.16
10441,Morris County School of Glass,3182077.95,2258500.96
10442,GoodieBox Bakeshop,4282500.77,3802177.46
10443,His/Her Boutique,3351071.0,2497832.38
10444,His Place Collection,1413534.71,1311673.94
10445,Mefoar,2704244.0,1668753.39
10446,Elemeno,199442.11,157909.98
10447,Perroquet Shoes,466587.05,325829.6
10448,Center of Town,4993500.55,3197713.32
10449,Style and Trend,703021.64,478720.09
10450,Wine on Nine,3564946.0,2188456.82
10451,Eternity Jewelers,3479545.76,2119098.64
10452,Optical EyeLand,993859.14,672258.71
10453,Augenbraun Bridal,1954619.87,1607153.03
10454,Evergreen,617826.54,552708.95
10455,Aira Home,3865183.2,2836405.15
10456,Iris,4915897.96,4285538.65
10457,Columbia Self Storage,1250054.16,800187.42
10458,Honey Stash Dispensary,4855398.89,3990748.64
10459,Metuchen Travel,3531587.33,3293230.72
10460,George's Tailoring & Dry Cleaning,2555486.93,2095860.46
10461,Genus Boni,121902.84,99728.48
10462,Miss Sara's Play Place and Baloons,4349584.38,3369720.43
10463,Metuchen Liquor & Wine,1355512.9,1011761.43
10464,The Back Door,4803062.44,3425055.4
10465,Silvia's Tailoring,4736745.65,3431774.27
10466,Friends of Metuchen Arts,3806889.05,2915541.18
10467,Galaxy Nail & Spa,1085289.67,684802.84
10468,Essie's Cuts,1247448.7,890528.58
10469,Metuchen News,605786.85,547306.08
10470,Jewelery Doctor,1208126.9,973835.85
10471,Pyramid Vitamin & Health,1383395.66,898415.57
10472,Metuchen Nail Spa,1673635.96,1091311.62
10473,Daiso - Japanese Household Goods,3877791.93,2834293.97
10474,Puff & Pipe,3165877.37,2744161.54
10475,Kevin Nails,2633740.39,1695732.48
10476,Thompson Stone,4505381.69,3243624.19
10477,Fantastic Cleaners,3320895.87,2366584.33
10478,Cafecitos,1241930.67,932229.7
10479,Sonny's Meat Market,2344081.76,1457009.9
10480,Elizabeth Truck Center of Matawan,1272602.78,1037820.77
10481,Paws on 34,340718.16,268139.3
10482,Progressive Gardens NJ,4087673.34,2850655.08
10483,"Townsend, Tomaio & Newmark LLC",3124773.16,2962755.07
10484,Taylor Management Company,936500.34,879328.38
10485,Telogen Hair Restoration Center,3416755.2,2131791.35
10486,Nuts Factory,988767.28,797089.28
10487,United Decorating Company Inc.,4445732.74,3626164.48
10488,Framebridge,855061.85,605558.66
10489,Blue Violets,4153506.78,2977624.33
10490,Hollydae,1610251.7,1518160.9
10491,Two Twenty-Three,4615134.18,4097566.51
10492,Pure Nail,2030470.53,1922845.23
10493,Cork Wines & Spirits,4967660.86,4356956.03
10494,Switlik Survival Products,3201242.63,2396748.14
10495,MyUnique Thrift,1649059.64,1426030.01
10496,Royal Dry Cleaners,3984617.94,2920831.18
10497,Saltwater Liquors,1252782.15,1045191.14
10498,Super Foodtown of Atlantic Highlands,3186398.86,2296034.84
10499,Snack Bar,4056954.71,3018228.56
10500,Montville Wine & Spirits,3554464.15,3072893.57
10501,Salon I Am,1373995.81,841161.07
10502,Ringwood Police Department,4045342.37,3255140.63
10503,Ringwood Municipal Building,4001751.42,3043528.83
10504,Unitemp Inc.,626512.92,440172.59
10505,Maid in Jersey City,4674358.89,2931108.33
10506,Bagel Bazaar Deli & Grill Of Piscataway,1947328.61,1223372.74
10507,Smile Loft Dentistry - Westwood,2327532.12,1970847.31
10508,Salad House,980172.14,672250.2
10509,Earth Spirit New Age Center,4185484.08,3570231.72
10510,AH Fisher Diamonds,849911.68,605435.76
10511,Castello Store,377305.34,276826.24
10512,Splendor Web Marketing,3461091.95,3229467.72
10513,Restoration Hardware,3777306.66,2465211.0
10514,Celebration Creations Balloon Decorations,4831446.53,3314128.16
10515,Suzy's Convenience Store & Deli,4632527.22,4356540.48
10516,New Century Tax,4173684.18,3864799.15
10517,Vega Jewlry,2597633.53,2396277.38
10518,The Public Garden,4315608.54,2734795.61
10519,Nightjar Cannabis,138375.31,122613.48
10520,Frenchtown Borough Hall,2271118.93,1556256.38
10521,Seabra's Market,2533015.74,1547042.59
10522,Law Office of Boyd & Squitieri,3019505.51,2449445.22
10523,Elevation Printing Services,1970248.13,1417833.43
10524,Sage Residential,4500212.13,3012726.2
